YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,TAXI_OUT,ELAPSED_TIME,AIR_TIME,WHEELS_ON,SCHEDULED_ARRIVAL,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,AA,1039,N541AA,MCI,DFW,0600,0606,13,102,80,0739,0745,0,0,,,,,,
2015,1,1,4,AA,1055,N573AA,MCO,DFW,0600,,,,,,0805,0,1,B,,,,,
2015,1,1,4,AA,1180,N3AYAA,SFO,DFW,0600,,,,,,1130,0,1,B,,,,,
2015,1,1,4,AA,1345,N439AA,TUL,DFW,0600,0556,12,68,48,0656,0715,0,0,,,,,,
2015,1,1,4,AA,1297,N3JYAA,LGA,MIA,0600,0708,17,174,151,0956,0912,0,0,,0,0,50,0,0
2015,1,1,4,AA,1411,N585AA,LIT,DFW,0600,0555,12,75,56,0703,0720,0,0,,,,,,
2015,1,1,4,AA,1084,N3GFAA,MIA,LGA,0600,0558,13,168,149,0840,0855,0,0,,,,,,
2015,1,1,4,AA,1088,N201AA,LAS,DFW,0600,0557,16,170,128,1021,1040,0,0,,,,,,
2015,1,1,4,AA,1534,N4YPAA,PDX,DFW,0600,0556,11,226,206,1133,1145,0,0,,,,,,
2015,1,1,4,AA,1573,N467AA,TPA,DFW,0600,0554,10,156,139,0723,0750,0,0,,,,,,
2015,1,1,4,AA,1660,N567AA,SMF,DFW,0600,0611,29,230,190,1150,1130,0,0,,20,0,11,0,0
2015,1,1,4,AA,2204,N3GKAA,MSY,MIA,0600,0555,12,101,82,0829,0849,0,0,,,,,,
2015,1,1,4,AA,1515,N3HMAA,LAX,ORD,0600,0557,13,222,202,1132,1205,0,0,,,,,,
2015,1,1,4,AA,2307,N505AA,OMA,DFW,0600,0554,30,131,91,0755,0800,0,0,,,,,,
2015,1,1,4,AA,2363,N560AA,OKC,DFW,0600,0610,42,85,39,0731,0705,0,0,,20,0,10,0,0
2015,1,1,4,AS,81,N577AS,SEA,ANC,0600,0557,25,224,195,0837,0854,0,0,,,,,,
2015,1,1,4,AS,162,N792AS,FAI,ANC,0600,0544,26,80,44,0654,0713,0,0,,,,,,
2015,1,1,4,AS,200,N767AS,SEA,SJC,0600,0550,21,124,99,0750,0803,0,0,,,,,,
2015,1,1,4,AS,342,N440AS,SEA,OAK,0600,0555,11,108,92,0738,0759,0,0,,,,,,
2015,1,1,4,AS,406,N589AS,PDX,SJC,0600,0555,8,94,82,0725,0742,0,0,,,,,,
2015,1,1,4,AS,477,N453AS,LAX,SEA,0600,0555,21,166,141,0837,0850,0,0,,,,,,
2015,1,1,4,AS,631,N512AS,PHX,SEA,0600,0555,10,168,151,0736,0755,0,0,,,,,,
2015,1,1,4,AS,683,N618AS,DEN,SEA,0600,0549,16,167,137,0722,0810,0,0,,,,,,
2015,1,1,4,AS,699,N532AS,GEG,SEA,0600,0558,23,80,42,0703,0715,0,0,,,,,,
2015,1,1,4,B6,130,N510JB,RSW,JFK,0600,0557,10,162,141,0828,0841,0,0,,,,,,
2015,1,1,4,B6,154,N536JB,PBI,JFK,0600,0559,11,164,141,0831,0834,0,0,,,,,,
2015,1,1,4,B6,353,N570JB,JFK,PBI,0600,0554,16,162,142,0832,0858,0,0,,,,,,
2015,1,1,4,B6,226,N648JB,TPA,JFK,0600,0553,10,153,130,0813,0831,0,0,,,,,,
2015,1,1,4,B6,272,N556JB,FLL,LGA,0600,0559,16,164,143,0838,0841,0,0,,,,,,
2015,1,1,4,B6,447,N527JB,OAK,LGB,0600,0552,15,78,60,0707,0720,0,0,,,,,,
2015,1,1,4,B6,371,N708JB,LGA,FLL,0600,0600,22,177,150,0852,0903,0,0,,,,,,
2015,1,1,4,B6,583,N531JB,JFK,MCO,0600,0557,16,155,135,0828,0851,0,0,,,,,,
2015,1,1,4,B6,605,N766JB,EWR,FLL,0600,0556,12,163,145,0833,0900,0,0,,,,,,
2015,1,1,4,B6,525,N645JB,JFK,TPA,0600,0554,21,186,157,0852,0901,0,0,,,,,,
2015,1,1,4,B6,746,N587JB,PSE,JFK,0600,0557,9,239,225,0851,0901,0,0,,,,,,
2015,1,1,4,B6,776,N236JB,MSY,JFK,0600,0550,11,160,140,0921,0948,0,0,,,,,,
2015,1,1,4,B6,794,N519JB,AUS,JFK,0600,0559,16,194,175,1010,1023,0,0,,,,,,
2015,1,1,4,B6,838,N715JB,BQN,JFK,0600,0601,11,246,225,0857,0852,0,0,,14,0,1,0,0
2015,1,1,4,B6,892,N598JB,TPA,BOS,0600,0554,12,167,151,0837,0853,0,0,,,,,,
2015,1,1,4,B6,1678,N618JB,JAX,JFK,0600,0600,14,136,109,0803,0808,0,0,,,,,,
2015,1,1,4,B6,1790,N203JB,DCA,BOS,0600,0557,19,88,62,0718,0724,0,0,,,,,,
2015,1,1,4,DL,421,N967DL,JFK,ATL,0600,0605,18,139,117,0820,0843,0,0,,,,,,
2015,1,1,4,DL,731,N323NB,LGA,DTW,0600,0604,10,113,97,0751,0758,0,0,,,,,,
2015,1,1,4,DL,743,N341NW,RNO,SLC,0600,0600,31,118,68,0839,0840,0,0,,18,0,0,0,0
2015,1,1,4,DL,750,N995AT,BOS,JFK,0600,0556,20,76,44,0700,0720,0,0,,,,,,
2015,1,1,4,DL,809,N931DN,BOS,MSP,0600,0600,23,212,186,0829,0830,0,0,,,,,,
2015,1,1,4,DL,904,N3748Y,LGA,ATL,0600,0601,11,126,111,0803,0839,0,0,,,,,,
2015,1,1,4,DL,977,N988DL,ORD,ATL,0600,0602,19,104,80,0841,0907,0,0,,,,,,
2015,1,1,4,DL,1088,N682DA,ANC,MSP,0600,0557,11,280,266,1334,1417,0,0,,,,,,
2015,1,1,4,DL,1098,N966AT,ATW,ATL,0600,0601,9,110,97,0847,0923,0,0,,,,,,
2015,1,1,4,DL,1205,N612DL,PHX,ATL,0600,0804,16,190,169,1309,1127,0,0,,0,0,0,0,107
2015,1,1,4,DL,1234,N912DE,PNS,ATL,0600,0554,8,55,41,0743,0809,0,0,,,,,,
2015,1,1,4,DL,1235,N358NW,MCO,SLC,0600,0554,15,300,280,0849,0904,0,0,,,,,,
2015,1,1,4,AA,1462,N547AA,ONT,DFW,0600,,,,,,1100,0,1,B,,,,,
2015,1,1,4,AA,913,N3JVAA,DCA,MIA,0600,0605,12,151,130,0827,0837,0,0,,,,,,
2015,1,1,4,DL,1961,N947DN,RIC,ATL,0600,0554,12,91,75,0721,0753,0,0,,,,,,
2015,1,1,4,DL,2154,N813DN,LAX,ATL,0600,0559,12,231,213,1244,1310,0,0,,,,,,
2015,1,1,4,DL,2282,N974DL,BOS,ATL,0600,0558,21,171,144,0843,0911,0,0,,,,,,
2015,1,1,4,DL,2417,N554NW,LAS,DTW,0600,0559,19,212,187,1225,1253,0,0,,,,,,
2015,1,1,4,DL,1540,N903DE,OKC,ATL,0600,0550,41,131,85,0856,0904,0,0,,,,,,
2015,1,1,4,DL,1574,N532US,MCO,MSP,0600,0550,12,212,196,0818,0829,0,0,,,,,,
2015,1,1,4,DL,1700,N952DL,MEM,ATL,0600,0617,10,59,45,0812,0822,0,0,,,,,,
2015,1,1,4,DL,1867,N934AT,TUL,ATL,0600,0555,15,99,80,0830,0858,0,0,,,,,,
2015,1,1,4,DL,1937,N905DA,BWI,DTW,0600,0551,18,92,69,0718,0742,0,0,,,,,,
2015,1,1,4,B6,159,N193JB,BOS,PHL,0600,0554,18,84,61,0713,0739,0,0,,,,,,
2015,1,1,4,B6,198,N523JB,MCO,LGA,0600,0557,15,150,129,0821,0825,0,0,,,,,,
2015,1,1,4,B6,1502,N535JB,FLL,JFK,0600,0610,13,170,146,0849,0843,0,0,,7,0,10,0,0
2015,1,1,4,B6,1504,N640JB,SJU,JFK,0600,0627,17,274,248,0952,0902,0,0,,32,0,27,0,0
2015,1,1,4,B6,1600,N351JB,BOS,DCA,0600,0552,17,92,72,0721,0747,0,0,,,,,,
2015,1,1,4,EV,2533,N906EV,TYS,DFW,0600,0559,33,166,128,0740,0735,0,0,,,,,,
2015,1,1,4,EV,4213,N17560,MHT,ORD,0600,0555,16,174,153,0744,0753,0,0,,,,,,
2015,1,1,4,EV,4431,N14158,SAV,EWR,0600,0726,18,125,98,0922,0806,0,0,,85,0,0,0,0
2015,1,1,4,EV,4411,N14568,MEM,EWR,0600,0552,17,146,120,0909,0938,0,0,,,,,,
2015,1,1,4,EV,4756,N13908,CLT,ORD,0600,0559,26,142,109,0714,0703,0,0,,18,0,0,0,0
2015,1,1,4,EV,4768,N16987,TYS,IAD,0600,0553,22,90,58,0713,0725,0,0,,,,,,
2015,1,1,4,EV,4740,N11107,GRB,ORD,0600,0556,12,57,34,0642,0703,0,0,,,,,,
2015,1,1,4,EV,5103,N846AS,ABE,DTW,0600,0552,12,101,84,0728,0753,0,0,,,,,,
2015,1,1,4,EV,5275,N861AS,JAN,ATL,0600,0559,12,70,51,0802,0819,0,0,,,,,,
2015,1,1,4,EV,5491,N838AS,OAJ,ATL,0600,0552,23,97,69,0724,0732,0,0,,,,,,
2015,1,1,4,EV,5978,N21129,FAR,ORD,0600,0603,37,120,78,0758,0803,0,0,,,,,,
2015,1,1,4,EV,5917,N13997,JAN,ORD,0600,0556,13,119,99,0748,0814,0,0,,,,,,
2015,1,1,4,EV,6133,N12996,ERI,ORD,0600,0616,11,95,79,0646,0632,0,0,,3,0,16,0,0
2015,1,1,4,EV,6082,N12122,ATW,ORD,0600,0600,15,63,37,0652,0703,0,0,,,,,,
2015,1,1,4,EV,6122,N16559,LEX,ORD,0600,0556,11,83,65,0612,0630,0,0,,,,,,
2015,1,1,4,EV,6143,N12921,CWA,ORD,0600,0550,25,83,47,0702,0716,0,0,,,,,,
2015,1,1,4,F9,865,,MSO,DEN,0600,,,,,,0800,0,1,A,,,,,
2015,1,1,4,F9,1256,,ORD,MIA,0600,,,,,,1000,0,1,A,,,,,
2015,1,1,4,F9,1104,N211FR,CLE,FLL,0600,0556,10,157,142,0828,0855,0,0,,,,,,
2015,1,1,4,F9,1057,N919FR,IAH,SFO,0600,0552,16,262,237,0805,0820,0,0,,,,,,
2015,1,1,4,F9,144,N924FR,SEA,DEN,0600,0605,10,148,131,0926,0933,0,0,,,,,,
2015,1,1,4,F9,1056,N929FR,SFO,IAH,0600,0552,15,234,209,1136,1145,0,0,,,,,,
2015,1,1,4,F9,901,N939FR,TTN,ATL,0600,0557,10,131,109,0756,0819,0,0,,,,,,
2015,1,1,4,F9,902,N949FR,ATL,TTN,0600,0619,11,115,98,0808,0750,0,0,,5,0,19,0,0
2015,1,1,4,HA,202,N491HA,HNL,ITO,0600,0553,12,53,36,0641,0650,0,0,,,,,,
2015,1,1,4,MQ,2898,N514MQ,MAF,DFW,0600,,,,,,0710,0,1,B,,,,,
2015,1,1,4,MQ,2957,N504MQ,AMA,DFW,0600,,,,,,0720,0,1,B,,,,,
2015,1,1,4,MQ,2962,N609MQ,CLL,DFW,0600,,,,,,0700,0,1,B,,,,,
2015,1,1,4,MQ,3014,N908MQ,HOU,DFW,0600,,,,,,0710,0,1,B,,,,,
2015,1,1,4,MQ,3015,N825MQ,DFW,BTR,0600,,,,,,0718,0,1,B,,,,,
2015,1,1,4,MQ,3079,N646MQ,JLN,DFW,0600,,,,,,0720,0,1,B,,,,,
2015,1,1,4,MQ,3189,N532MQ,CID,DFW,0600,,,,,,0820,0,1,B,,,,,
2015,1,1,4,MQ,3302,N649MQ,MLI,DFW,0600,,,,,,0825,0,1,B,,,,,
2015,1,1,4,MQ,3338,N925MQ,GSP,DFW,0600,,,,,,0750,0,1,B,,,,,
2015,1,1,4,MQ,3350,N830MQ,RDU,JFK,0600,0555,32,103,64,0731,0735,0,0,,,,,,
2015,1,1,4,MQ,3355,N618MQ,CVG,MIA,0600,0556,15,150,123,0814,0833,0,0,,,,,,
2015,1,1,4,MQ,3251,N615MQ,MHK,DFW,0600,,,,,,0740,0,1,B,,,,,
2015,1,1,4,MQ,3377,N631MQ,MOB,DFW,0600,,,,,,0750,0,1,B,,,,,
2015,1,1,4,MQ,3441,N698MQ,TLH,DFW,0600,,,,,,0730,0,1,B,,,,,
2015,1,1,4,MQ,3540,N602MQ,PNS,MIA,0600,0555,18,96,73,0826,0843,0,0,,,,,,
2015,1,1,4,MQ,3488,N620MQ,BHM,MIA,0600,0600,19,112,87,0846,0857,0,0,,,,,,
2015,1,1,4,MQ,3597,N612MQ,CVG,DFW,0600,,,,,,0745,0,1,B,,,,,
2015,1,1,4,MQ,3611,N902MQ,CAE,DFW,0600,,,,,,0805,0,1,B,,,,,
2015,1,1,4,MQ,3678,N625MQ,TXK,DFW,0600,,,,,,0700,0,1,B,,,,,
2015,1,1,4,NK,188,N505NK,OAK,LAS,0600,0551,10,84,68,0709,0723,0,0,,,,,,
2015,1,1,4,NK,925,N634NK,DFW,OAK,0600,0600,13,209,188,0721,0758,0,0,,,,,,
2015,1,1,4,NK,943,N605NK,ACY,RSW,0600,0742,10,155,141,1013,0851,0,0,,86,0,0,0,0
2015,1,1,4,NK,316,N601NK,DTW,LGA,0600,0558,11,158,67,0716,0738,0,0,,58,0,0,0,0
2015,1,1,4,NK,972,N606NK,DFW,FLL,0600,0603,56,191,131,1010,0939,0,0,,35,0,0,0,0
2015,1,1,4,OO,2622,N492SW,SMF,LAX,0600,0551,31,97,61,0723,0730,0,0,,,,,,
2015,1,1,4,OO,6360,N952SW,RAP,DEN,0600,0600,33,90,49,0722,0722,0,0,,,,,,
2015,1,1,4,OO,6369,N763SK,TUS,SFO,0600,0604,22,136,108,0714,0714,0,0,,,,,,
2015,1,1,4,OO,5330,N652BR,EAU,ORD,0600,0552,9,58,43,0644,0719,0,0,,,,,,
2015,1,1,4,OO,5292,N971SW,DLH,ORD,0600,0556,31,96,58,0725,0736,0,0,,,,,,
2015,1,1,4,OO,6276,N715SK,FSD,ORD,0600,0557,27,101,67,0731,0736,0,0,,,,,,
2015,1,1,4,OO,6235,N114SY,AUS,SFO,0600,0556,21,237,213,0750,0809,0,0,,,,,,
2015,1,1,4,OO,3489,N227AG,FAT,SEA,0600,0557,22,136,110,0809,0810,0,0,,,,,,
2015,1,1,4,OO,3461,N223AG,ONT,PDX,0600,0550,15,138,119,0804,0827,0,0,,,,,,
2015,1,1,4,OO,7423,N427SW,INL,BRD,0600,0550,31,65,30,0651,0658,0,0,,,,,,
2015,1,1,4,OO,5318,N946SW,CMX,ORD,0600,,,,,,0627,0,1,B,,,,,
2015,1,1,4,OO,5445,N579SW,SMF,SFO,0600,,,,,,0652,0,1,A,,,,,
2015,1,1,4,OO,5242,N744SK,BOI,LAX,0600,0639,24,121,89,0732,0710,0,0,,0,0,30,0,0
2015,1,1,4,OO,5462,N929EV,SPI,ORD,0600,0604,20,65,39,0703,0704,0,0,,,,,,
2015,1,1,4,OO,5466,N568SW,CLD,LAX,0600,0654,48,85,24,0806,0651,0,0,,34,0,0,0,54
2015,1,1,4,OO,5550,N594SW,COD,DEN,0600,0559,27,93,58,0724,0733,0,0,,,,,,
2015,1,1,4,OO,5574,N563SW,FAT,SFO,0600,0600,40,81,37,0717,0714,0,0,,,,,,
2015,1,1,4,MQ,3221,N682MQ,CMH,MIA,0600,0555,17,160,137,0829,0846,0,0,,,,,,
2015,1,1,4,MQ,3224,N631MQ,LRD,DFW,0600,,,,,,0720,0,1,B,,,,,
2015,1,1,4,OO,5522,N796SK,PSC,DEN,0600,0601,22,145,115,0918,0922,0,0,,,,,,
2015,1,1,4,OO,5592,N494CA,CPR,DEN,0600,0604,31,77,39,0714,0712,0,0,,,,,,
2015,1,1,4,OO,5604,N292SW,ACV,SFO,0600,0550,29,103,69,0728,0723,0,0,,,,,,
2015,1,1,4,OO,5170,N791SK,DAL,IAH,0600,0622,12,58,41,0715,0708,0,0,,,,,,
2015,1,1,4,OO,5429,N958SW,PAH,ORD,0600,0551,8,79,66,0705,0733,0,0,,,,,,
2015,1,1,4,OO,5435,N976SW,PSC,SFO,0600,0556,37,130,89,0802,0807,0,0,,,,,,
2015,1,1,4,OO,6378,N767SK,CID,ORD,0600,0610,8,57,43,0701,0708,0,0,,,,,,
2015,1,1,4,OO,6401,N740SK,EUG,SFO,0600,0557,19,92,69,0725,0736,0,0,,,,,,
2015,1,1,4,OO,6332,N708SK,DFW,DEN,0600,0556,27,138,100,0703,0705,0,0,,,,,,
2015,1,1,4,OO,6346,N291SW,MRY,SFO,0600,0555,13,39,21,0629,0646,0,0,,,,,,
2015,1,1,4,OO,6465,N495CA,SLC,LAX,0600,0604,32,122,85,0701,0712,0,0,,,,,,
2015,1,1,4,OO,7392,N438SW,ESC,DTW,0600,0558,15,68,47,0700,0727,0,0,,,,,,
2015,1,1,4,OO,6403,N983SW,MFR,SFO,0600,0557,26,86,55,0718,0729,0,0,,,,,,
2015,1,1,4,OO,6497,N913SW,FAT,DEN,0600,0559,34,179,132,0945,0925,0,0,,33,0,0,0,0
2015,1,1,4,UA,576,N817UA,SFO,EWR,0601,0552,17,317,292,1401,1432,0,0,,,,,,
2015,1,1,4,UA,1410,N76523,LAS,IAH,0601,0601,13,168,149,1043,1056,0,0,,,,,,
2015,1,1,4,UA,1689,N39461,EWR,SFO,0601,0602,11,378,355,0908,0940,0,0,,,,,,
2015,1,1,4,EV,6020,N11121,ISN,DEN,0601,0559,29,122,83,0651,0710,0,0,,,,,,
2015,1,1,4,HA,113,N486HA,HNL,LIH,0601,0557,10,39,23,0630,0638,0,0,,,,,,
2015,1,1,4,OO,5629,N726SK,PSP,SFO,0601,0632,11,80,65,0748,0735,0,0,,0,0,0,0,17
2015,1,1,4,OO,6420,N924SW,PSP,DEN,0601,0812,8,144,107,1107,0912,0,0,,13,0,0,0,131
2015,1,1,4,UA,223,N816UA,SAT,IAH,0602,0610,14,50,31,0655,0700,0,0,,,,,,
2015,1,1,4,UA,996,N406UA,LAX,EWR,0603,0603,16,287,263,1342,1422,0,0,,,,,,
2015,1,1,4,UA,1721,N75425,LAX,SFO,0603,0601,13,75,54,0708,0730,0,0,,,,,,
2015,1,1,4,EV,4390,N15986,CLE,IAD,0603,0558,18,86,44,0700,0725,0,0,,,,,,
2015,1,1,4,EV,5732,N833AS,CAE,IAD,0603,0605,21,87,62,0728,0725,0,0,,,,,,
2015,1,1,4,F9,756,N948FR,PHX,DEN,0603,0603,25,111,79,0747,0750,0,0,,,,,,
2015,1,1,4,UA,234,N838UA,SMF,IAH,0605,0613,29,227,193,1155,1141,0,0,,11,0,8,0,0
2015,1,1,4,UA,415,N509UA,JFK,SFO,0605,0605,20,400,368,0933,0949,0,0,,,,,,
2015,1,1,4,US,647,N664AW,BOS,PHX,0605,0614,14,373,355,1023,1014,0,0,,,,,,
2015,1,1,4,US,829,N723UW,BOS,CLT,0605,0601,25,148,120,0826,0832,0,0,,,,,,
2015,1,1,4,US,1743,N839AW,DTW,MIA,0605,0601,12,164,147,0840,0911,0,0,,,,,,
2015,1,1,4,UA,1023,N73276,FLL,EWR,0605,0600,13,169,150,0843,0859,0,0,,,,,,
2015,1,1,4,WN,2505,N467WN,GEG,DEN,0605,0604,14,132,111,0909,0925,0,0,,,,,,
2015,1,1,4,WN,239,N653SW,SAT,STL,0605,0559,9,104,91,0739,0805,0,0,,,,,,
2015,1,1,4,WN,474,N614SW,ONT,DEN,0605,0609,13,136,116,0918,0925,0,0,,,,,,
2015,1,1,4,UA,1245,N39726,CLE,EWR,0605,0602,10,73,55,0707,0736,0,0,,,,,,
2015,1,1,4,US,560,N663AW,DFW,PHX,0605,0612,15,158,140,0747,0742,0,0,,,,,,
2015,1,1,4,AA,310,N201AA,MFE,DFW,0605,,,,,,0740,0,1,B,,,,,
2015,1,1,4,AA,375,N4WLAA,STL,DFW,0605,0557,15,111,90,0742,0805,0,0,,,,,,
2015,1,1,4,AA,378,N3BGAA,SJU,MIA,0605,0557,17,184,147,0741,0750,0,0,,,,,,
2015,1,1,4,AA,1291,N4XYAA,MKE,DFW,0605,0605,14,164,138,0837,0900,0,0,,,,,,
2015,1,1,4,AS,320,N622AS,SEA,SFO,0605,0602,21,125,97,0800,0810,0,0,,,,,,
2015,1,1,4,AS,602,N407AS,SEA,LAS,0605,0602,23,143,115,0820,0825,0,0,,,,,,
2015,1,1,4,B6,233,N247JB,BTV,JFK,0605,0553,12,84,50,0655,0733,0,0,,,,,,
2015,1,1,4,B6,601,N559JB,JFK,FLL,0605,0603,17,188,148,0848,0913,0,0,,,,,,
2015,1,1,4,B6,735,N821JB,SFO,LGB,0605,0557,13,75,59,0709,0726,0,0,,,,,,
2015,1,1,4,B6,922,N809JB,PBI,BOS,0605,0621,13,184,163,0917,0857,0,0,,12,0,16,0,0
2015,1,1,4,B6,1184,N641JB,MCO,JFK,0605,0600,17,161,129,0826,0831,0,0,,,,,,
2015,1,1,4,B6,1434,N503JB,SJU,MCO,0605,0738,12,183,165,0935,0813,0,0,,0,0,0,88,0
2015,1,1,4,DL,1065,N975DL,BDL,ATL,0605,0601,14,150,130,0825,0857,0,0,,,,,,
2015,1,1,4,DL,1456,N3759,RDU,ATL,0605,0701,11,73,57,0809,0735,0,0,,0,0,39,0,0
2015,1,1,4,DL,1723,N336NB,SFO,SLC,0605,0604,15,108,88,0847,0854,0,0,,,,,,
2015,1,1,4,EV,4642,N14143,TUS,IAH,0605,0613,29,153,117,0939,0927,0,0,,11,0,8,0,0
2015,1,1,4,EV,4928,N933EV,PIA,ATL,0605,0600,9,97,83,0832,0901,0,0,,,,,,
2015,1,1,4,F9,609,N223FR,IND,DEN,0605,0556,9,167,150,0635,0702,0,0,,,,,,
2015,1,1,4,F9,821,N920FR,MCI,DEN,0605,0607,13,113,93,0653,0654,0,0,,,,,,
2015,1,1,4,F9,133,N951FR,DFW,DEN,0605,0702,18,117,91,0751,0707,0,0,,0,0,52,0,0
2015,1,1,4,MQ,2881,N907MQ,FSM,DFW,0605,,,,,,0715,0,1,B,,,,,
2015,1,1,4,MQ,2771,N667MQ,AEX,DFW,0605,,,,,,0725,0,1,B,,,,,
2015,1,1,4,MQ,3288,N838MQ,SPS,DFW,0605,,,,,,0650,0,1,B,,,,,
2015,1,1,4,MQ,3328,N640MQ,ACT,DFW,0605,,,,,,0650,0,1,B,,,,,
2015,1,1,4,MQ,3408,N625MQ,SJT,DFW,0605,,,,,,0705,0,1,B,,,,,
2015,1,1,4,MQ,3643,N923MQ,JAN,DFW,0605,,,,,,0745,0,1,B,,,,,
2015,1,1,4,HA,286,N480HA,HNL,OGG,0605,0600,12,40,22,0634,0641,0,0,,,,,,
2015,1,1,4,OO,5181,N788SK,OKC,LAX,0605,0602,40,211,165,0727,0724,0,0,,,,,,
2015,1,1,4,OO,6499,N945SW,FAR,DEN,0605,0610,32,133,87,0709,0726,0,0,,,,,,
2015,1,1,4,UA,1160,N76522,SFO,IAH,0606,0601,13,236,199,1133,1159,0,0,,,,,,
2015,1,1,4,UA,1601,N37466,EWR,FLL,0606,0558,13,160,143,0834,0915,0,0,,,,,,
2015,1,1,4,OO,6461,N959SW,MTJ,DEN,0606,0559,29,78,39,0707,0715,0,0,,,,,,
2015,1,1,4,NK,606,N623NK,RSW,DTW,0607,0601,14,179,155,0850,0853,0,0,,,,,,
2015,1,1,4,OO,7389,N561SW,GCC,RKS,0607,0602,12,73,57,0711,0724,0,0,,,,,,
2015,1,1,4,UA,220,N813UA,MSY,EWR,0608,0606,12,160,140,0938,1000,0,0,,,,,,
2015,1,1,4,UA,654,N422UA,ORD,MCO,0608,0603,11,147,127,0921,0951,0,0,,,,,,
2015,1,1,4,EV,6119,N16951,RIC,ORD,0608,0608,12,141,123,0723,0725,0,0,,,,,,
2015,1,1,4,OO,5456,N920SW,RDM,SFO,0608,0559,14,88,68,0721,0750,0,0,,,,,,
2015,1,1,4,HA,205,N484HA,OGG,HNL,0609,0601,8,36,23,0632,0641,0,0,,,,,,
2015,1,1,4,OO,4494,N431SW,SJC,SLC,0609,0559,31,144,106,0916,0911,0,0,,,,,,
2015,1,1,4,OO,5370,N979SW,ORD,MBS,0610,0607,13,56,37,0757,0816,0,0,,,,,,
2015,1,1,4,US,1709,N677AW,EWR,CLT,0610,0616,29,130,95,0820,0811,0,0,,9,0,6,0,0
2015,1,1,4,WN,828,N8303R,PHX,BWI,0610,0610,12,226,210,1152,1220,0,0,,,,,,
2015,1,1,4,UA,1632,N37464,SEA,IAD,0610,0605,13,270,252,1330,1404,0,0,,,,,,
2015,1,1,4,UA,1725,N72405,LAS,SFO,0610,0606,13,80,62,0721,0746,0,0,,,,,,
2015,1,1,4,AA,168,N5BSAA,DFW,MIA,0610,0603,10,152,129,0922,0953,0,0,,,,,,
2015,1,1,4,AA,1315,N424AA,BNA,DFW,0610,,,,,,0825,0,1,B,,,,,
2015,1,1,4,AA,1336,N3LCAA,PHX,DFW,0610,0603,18,136,108,0909,0925,0,0,,,,,,
2015,1,1,4,AA,1619,N3AMAA,BOS,MIA,0610,0605,13,204,179,0917,0946,0,0,,,,,,
2015,1,1,4,AA,1686,N4XXAA,LAX,STL,0610,0609,19,205,183,1131,1145,0,0,,,,,,
2015,1,1,4,AS,345,N469AS,OAK,SEA,0610,0608,13,113,95,0756,0809,0,0,,,,,,
2015,1,1,4,AS,454,N442AS,SEA,LAX,0610,0611,19,150,122,0832,0845,0,0,,,,,,
2015,1,1,4,B6,57,N348JB,BOS,IAD,0610,0603,18,94,73,0734,0801,0,0,,,,,,
2015,1,1,4,B6,24,N923JB,LAX,JFK,0610,0620,10,293,279,1409,1424,0,0,,,,,,
2015,1,1,4,B6,1279,N355JB,DCA,FLL,0610,0603,16,148,126,0825,0845,0,0,,,,,,
2015,1,1,4,B6,1836,N281JB,DTW,BOS,0610,0603,12,90,74,0729,0808,0,0,,,,,,
2015,1,1,4,AA,1361,N3KYAA,BNA,LAX,0610,0607,10,280,255,0832,0855,0,0,,,,,,
2015,1,1,4,DL,327,N692DL,PHL,ATL,0610,0608,16,126,103,0807,0845,0,0,,,,,,
2015,1,1,4,DL,1492,N819DN,PHX,MSP,0610,0756,20,173,145,1141,1016,0,0,,0,0,0,0,93
2015,1,1,4,B6,1554,N760JB,SJU,FLL,0610,0625,13,167,147,0805,0753,0,0,,4,0,15,0,0
2015,1,1,4,EV,4556,N41104,VPS,IAH,0610,0607,11,119,99,0757,0809,0,0,,,,,,
2015,1,1,4,EV,6071,N14186,GUC,DEN,0610,0617,19,64,34,0710,0709,0,0,,,,,,
2015,1,1,4,F9,1252,N910FR,MIA,LGA,0610,0648,16,177,147,0931,0905,0,0,,26,0,14,0,0
2015,1,1,4,MQ,3323,N613MQ,RIC,MIA,0610,0609,19,147,123,0831,0851,0,0,,,,,,
2015,1,1,4,MQ,3601,N530MQ,DTW,LGA,0610,0603,12,87,68,0723,0755,0,0,,,,,,
2015,1,1,4,MQ,3551,N663MQ,ORF,MIA,0610,0605,25,157,128,0838,0846,0,0,,,,,,
2015,1,1,4,OO,5572,N970SW,MOT,DEN,0610,0600,20,114,84,0644,0723,0,0,,,,,,
2015,1,1,4,AA,1312,N021AA,STL,MIA,0611,0603,13,149,127,0923,1000,0,0,,,,,,
2015,1,1,4,B6,269,N834JB,BOS,FLL,0611,0607,17,197,174,0918,0944,0,0,,,,,,
2015,1,1,4,EV,4506,N12552,MLU,IAH,0612,0641,3,72,58,0742,0725,0,0,,28,0,0,0,0
2015,1,1,4,OO,5337,N961SW,MAF,DEN,0612,,,,,,0708,0,1,B,,,,,
