YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,TAXI_OUT,ELAPSED_TIME,AIR_TIME,WHEELS_ON,SCHEDULED_ARRIVAL,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,NK,562,N510NK,LAX,LAS,0613,0608,14,64,44,0706,0721,0,0,,,,,,
2015,1,1,4,UA,416,N496UA,PDX,ORD,0614,0612,10,224,207,1149,1209,0,0,,,,,,
2015,1,1,4,B6,1403,N763JB,JFK,SJU,0614,0612,15,202,182,1029,1057,0,0,,,,,,
2015,1,1,4,HA,107,N476HA,KOA,HNL,0614,0620,11,47,30,0701,0656,0,0,,,,,,
2015,1,1,4,OO,4681,N783CA,EUG,SLC,0614,0607,18,112,90,0855,0909,0,0,,,,,,
2015,1,1,4,US,1754,N815AW,RNO,PHX,0615,0605,24,112,84,0853,0902,0,0,,,,,,
2015,1,1,4,US,1789,N543UW,PHX,CLT,0615,0629,12,207,183,1144,1203,0,0,,,,,,
2015,1,1,4,WN,1966,N466WN,CMH,ATL,0615,0831,13,90,65,0949,0805,0,0,,0,0,116,0,0
2015,1,1,4,WN,2351,N7728D,HOU,ATL,0615,0612,7,106,91,0850,0905,0,0,,,,,,
2015,1,1,4,WN,137,N621SW,HOU,PHX,0615,0613,9,173,160,0802,0810,0,0,,,,,,
2015,1,1,4,AA,1125,N3KCAA,DTW,DFW,0615,,,,,,0820,0,1,B,,,,,
2015,1,1,4,AA,1165,N3ACAA,BOS,JFK,0615,0613,16,64,44,0713,0730,0,0,,,,,,
2015,1,1,4,AA,1581,N3KGAA,DFW,DCA,0615,,,,,,0959,0,1,B,,,,,
2015,1,1,4,AA,2253,N437AA,MSP,DFW,0615,0618,19,156,128,0845,0900,0,0,,,,,,
2015,1,1,4,AS,504,N627AS,SEA,SNA,0615,0609,22,156,129,0840,0850,0,0,,,,,,
2015,1,1,4,B6,99,N274JB,BDL,DCA,0615,0607,13,85,67,0727,0755,0,0,,,,,,
2015,1,1,4,B6,962,N709JB,SJU,BOS,0615,0731,12,261,244,1047,0922,0,0,,14,0,76,0,0
2015,1,1,4,B6,2006,N566JB,FLL,EWR,0615,0615,20,173,148,0903,0900,0,0,,,,,,
2015,1,1,4,DL,828,N910AT,MOB,ATL,0615,0613,8,57,43,0804,0823,0,0,,,,,,
2015,1,1,4,DL,978,N693DL,SAN,SLC,0615,0611,20,115,89,0900,0916,0,0,,,,,,
2015,1,1,4,DL,985,N352NW,LAS,SLC,0615,0609,13,79,60,0822,0841,0,0,,,,,,
2015,1,1,4,DL,1275,N920DN,DCA,DTW,0615,0609,25,109,73,0747,0755,0,0,,,,,,
2015,1,1,4,DL,2384,N361NB,SMF,SLC,0615,0608,36,121,80,0904,0853,0,0,,16,0,0,0,0
2015,1,1,4,DL,1610,N385DN,DEN,DTW,0615,0613,15,142,121,1029,1119,0,0,,,,,,
2015,1,1,4,DL,1866,N827DN,SFO,ATL,0615,0616,11,266,251,1338,1345,0,0,,,,,,
2015,1,1,4,DL,1919,N321NB,LGA,MSP,0615,0611,13,189,172,0816,0824,0,0,,,,,,
2015,1,1,4,EV,2522,N879AS,LAW,DFW,0615,1219,27,67,30,1316,0710,0,0,,12,0,364,0,0
2015,1,1,4,EV,2512,N901EV,BRO,DFW,0615,0604,9,82,68,0721,0750,0,0,,,,,,
2015,1,1,4,EV,2572,N876AS,PIB,MEI,0615,0607,24,42,15,0646,0700,0,0,,,,,,
2015,1,1,4,EV,4531,N14204,CHS,IAH,0615,0623,27,200,163,0833,0807,0,0,,28,0,8,0,0
2015,1,1,4,EV,4655,N13202,MEM,IAH,0615,0621,13,113,88,0802,0805,0,0,,,,,,
2015,1,1,4,EV,5123,N847AS,MGM,ATL,0615,0609,13,45,27,0749,0806,0,0,,,,,,
2015,1,1,4,F9,582,N221FR,SLC,DEN,0615,0617,33,104,64,0754,0747,0,0,,,,,,
2015,1,1,4,F9,439,N931FR,OMA,DEN,0615,0609,19,99,73,0641,0700,0,0,,,,,,
2015,1,1,4,MQ,2958,N657MQ,FAR,DFW,0615,,,,,,0915,0,1,B,,,,,
2015,1,1,4,MQ,3432,N546MQ,DCA,JFK,0615,0859,10,60,41,0950,0718,0,0,,0,46,115,0,0
2015,1,1,4,MQ,3613,N932MQ,MSN,DFW,0615,,,,,,0855,0,1,B,,,,,
2015,1,1,4,MQ,3568,N528MQ,CMH,LGA,0615,0610,11,80,63,0724,0750,0,0,,,,,,
2015,1,1,4,OO,5348,N562SW,SBP,LAX,0615,0613,21,64,37,0711,0726,0,0,,,,,,
2015,1,1,4,OO,5256,N789SK,COS,IAH,0615,0614,32,153,116,0942,0934,0,0,,,,,,
2015,1,1,4,OO,4747,N810SK,OAK,SLC,0615,0612,10,112,95,0857,0905,0,0,,,,,,
2015,1,1,4,OO,5464,N296SW,LAR,DEN,0615,0611,30,68,28,0709,0708,0,0,,,,,,
2015,1,1,4,OO,5608,N930SW,SAN,LAX,0615,0614,16,48,25,0655,0707,0,0,,,,,,
2015,1,1,4,OO,5636,N237SW,BFL,SFO,0615,0608,30,92,59,0737,0750,0,0,,,,,,
2015,1,1,4,OO,6571,N886AS,DRO,PHX,0615,0631,61,124,57,0829,0739,0,0,,40,0,0,0,16
2015,1,1,4,OO,6573,N468CA,MRY,PHX,0615,0610,8,96,79,0837,0901,0,0,,,,,,
2015,1,1,4,OO,6616,N897SK,FAT,PHX,0615,0614,28,111,78,0900,0855,0,0,,,,,,
2015,1,1,4,NK,612,N635NK,MSP,ORD,0616,0618,10,68,49,0717,0745,0,0,,,,,,
2015,1,1,4,NK,940,N508NK,DFW,ORD,0616,0619,12,119,96,0807,0835,0,0,,,,,,
2015,1,1,4,OO,6368,N874AS,BIS,DEN,0617,0613,18,115,77,0648,0717,0,0,,,,,,
2015,1,1,4,HA,101,N492HA,ITO,HNL,0618,0617,7,51,39,0703,0707,0,0,,,,,,
2015,1,1,4,B6,762,N775JB,PBI,LGA,0619,0631,11,157,141,0903,0857,0,0,,,,,,
2015,1,1,4,OO,5249,N118SY,SAT,ORD,0619,0648,8,140,121,0857,0911,0,0,,,,,,
2015,1,1,4,UA,207,N446UA,FLL,IAH,0620,0614,17,172,150,0801,0811,0,0,,,,,,
2015,1,1,4,US,1931,N833AW,BUF,CLT,0620,0625,21,118,89,0815,0819,0,0,,,,,,
2015,1,1,4,UA,732,N824UA,SEA,ORD,0620,0613,13,215,195,1141,1216,0,0,,,,,,
2015,1,1,4,WN,698,N422WN,CMH,FLL,0620,0623,20,158,135,0858,0910,0,0,,,,,,
2015,1,1,4,WN,799,N7736A,LAS,HOU,0620,0618,11,170,155,1104,1110,0,0,,,,,,
2015,1,1,4,WN,687,N789SW,PVD,MCO,0620,0631,7,175,161,0919,0930,0,0,,,,,,
2015,1,1,4,WN,823,N7707C,SAN,BWI,0620,0620,18,272,248,1346,1415,0,0,,,,,,
2015,1,1,4,WN,603,N461WN,SAN,MDW,0620,0617,17,224,200,1154,1230,0,0,,,,,,
2015,1,1,4,WN,885,N276WN,SMF,PHX,0620,0615,19,115,89,0903,0920,0,0,,,,,,
2015,1,1,4,UA,1192,N69804,SAN,DEN,0620,0618,18,138,110,0926,0945,0,0,,,,,,
2015,1,1,4,UA,1568,N24212,SAN,EWR,0620,0615,18,283,253,1346,1440,0,0,,,,,,
2015,1,1,4,US,460,N640AW,SJC,PHX,0620,0614,20,110,85,0859,0913,0,0,,,,,,
2015,1,1,4,AA,269,N557AA,SJC,DFW,0620,,,,,,1155,0,1,B,,,,,
2015,1,1,4,AA,1186,N5CPAA,DFW,BOS,0620,0614,36,206,165,1035,1045,0,0,,,,,,
2015,1,1,4,AA,1390,N496AA,SAN,DFW,0620,0612,27,169,138,1057,1125,0,0,,,,,,
2015,1,1,4,AA,2420,N3ERAA,LAX,DFW,0620,0619,15,180,149,1103,1120,0,0,,,,,,
2015,1,1,4,AS,545,N519AS,ONT,SEA,0620,0613,12,157,135,0840,0900,0,0,,,,,,
2015,1,1,4,AA,955,N3AAAA,RDU,MIA,0620,0612,48,148,96,0836,0830,0,0,,,,,,
2015,1,1,4,DL,2129,N911DA,ROC,ATL,0620,0623,25,138,108,0836,0851,0,0,,,,,,
2015,1,1,4,DL,1518,N591NW,MCO,ATL,0620,0613,22,89,61,0736,0751,0,0,,,,,,
2015,1,1,4,DL,1588,N327NB,DCA,MSP,0620,0619,13,172,155,0807,0805,0,0,,,,,,
2015,1,1,4,EV,4468,N14125,CAE,IAH,0620,0621,25,184,154,0820,0801,0,0,,23,0,1,0,0
2015,1,1,4,EV,5534,N695CA,BTR,ATL,0620,0620,10,74,59,0829,0848,0,0,,,,,,
2015,1,1,4,F9,1338,N906FR,IAD,MSP,0620,0609,12,161,142,0743,0805,0,0,,,,,,
2015,1,1,4,MQ,3205,N680MQ,SAV,DFW,0620,,,,,,0825,0,1,B,,,,,
2015,1,1,4,MQ,3173,N614MQ,GRI,DFW,0620,,,,,,0820,0,1,B,,,,,
2015,1,1,4,NK,470,N534NK,PDX,SAN,0620,0616,12,132,115,0823,0840,0,0,,,,,,
2015,1,1,4,NK,742,N632NK,DFW,MSP,0620,0625,15,129,111,0831,0839,0,0,,,,,,
2015,1,1,4,OO,4762,N935SW,PSP,SLC,0620,0630,16,105,84,0910,0906,0,0,,,,,,
2015,1,1,4,OO,4716,N8903A,ISN,MSP,0620,0617,33,113,74,0804,0817,0,0,,,,,,
2015,1,1,4,OO,5616,N961SW,HLN,DEN,0620,0620,28,121,79,0807,0818,0,0,,,,,,
2015,1,1,4,UA,1026,N39423,MCO,IAH,0621,0637,13,157,137,0807,0754,0,0,,4,0,16,0,0
2015,1,1,4,B6,1481,N318JB,BOS,RIC,0621,0616,14,107,88,0758,0814,0,0,,,,,,
2015,1,1,4,F9,344,N932FR,BZN,DEN,0622,0613,10,90,70,0733,0755,0,0,,,,,,
2015,1,1,4,OO,4624,N822SK,FAT,SLC,0622,0620,35,122,83,0918,0910,0,0,,,,,,
2015,1,1,4,OO,6372,N742SK,FSD,DEN,0622,0626,21,104,73,0700,0712,0,0,,,,,,
2015,1,1,4,NK,200,N530NK,IAH,ORD,0623,0620,15,140,115,0830,0855,0,0,,,,,,
2015,1,1,4,UA,206,N487UA,EWR,IAH,0624,0623,11,237,222,0916,0923,0,0,,,,,,
2015,1,1,4,DL,1515,N902DE,PIT,DTW,0624,0621,9,58,41,0711,0750,0,0,,,,,,
2015,1,1,4,US,1982,N152UW,FLL,CLT,0625,0616,11,116,95,0802,0822,0,0,,,,,,
2015,1,1,4,UA,525,N471UA,MIA,EWR,0625,0624,17,185,150,0911,0926,0,0,,,,,,
2015,1,1,4,WN,871,N7814B,DEN,ATL,0625,0625,10,156,137,1052,1120,0,0,,,,,,
2015,1,1,4,WN,343,N8649A,MDW,PHX,0625,0625,22,251,224,0931,0925,0,0,,,,,,
2015,1,1,4,US,598,N561UW,LAX,PHL,0625,0624,16,283,258,1358,1424,0,0,,,,,,
2015,1,1,4,AA,127,N3GHAA,IAD,DFW,0625,0622,14,230,200,0856,0855,0,0,,17,0,0,0,0
2015,1,1,4,AA,387,N4XXAA,LAX,AUS,0625,,,,,,1120,0,1,A,,,,,
2015,1,1,4,AA,1079,N3KKAA,CLT,DFW,0625,0620,27,187,149,0816,0820,0,0,,,,,,
2015,1,1,4,AA,1207,N3DPAA,PHL,DFW,0625,0909,21,238,206,1156,0920,0,0,,3,0,164,0,0
2015,1,1,4,AA,1343,N3GLAA,DFW,CLT,0625,0618,18,129,107,0923,0945,0,0,,,,,,
2015,1,1,4,AA,1635,N025AA,ATL,DFW,0625,,,,,,0755,0,1,B,,,,,
2015,1,1,4,AA,2379,N3KPAA,RDU,DFW,0625,0618,27,207,166,0831,0840,0,0,,,,,,
2015,1,1,4,AA,2272,N514AA,SAT,DFW,0625,0619,9,54,40,0708,0735,0,0,,,,,,
2015,1,1,4,AS,124,N593AS,FAI,SEA,0625,0614,29,220,188,1051,1050,0,0,,,,,,
2015,1,1,4,B6,70,N228JB,FLL,BOS,0625,0624,13,186,169,0926,0925,0,0,,,,,,
2015,1,1,4,B6,966,N580JB,RSW,BOS,0625,0628,9,178,163,0920,0923,0,0,,,,,,
2015,1,1,4,DL,891,N924DN,MIA,ATL,0625,0621,16,105,84,0801,0825,0,0,,,,,,
2015,1,1,4,DL,2234,N970DL,BWI,MSP,0625,0709,10,163,149,0848,0816,0,0,,0,0,36,0,0
2015,1,1,4,DL,2480,N979AT,MDT,ATL,0625,0619,15,117,97,0811,0851,0,0,,,,,,
2015,1,1,4,B6,2180,N368JB,EWR,BOS,0625,0619,16,63,40,0715,0733,0,0,,,,,,
2015,1,1,4,EV,5221,N921EV,SCE,DTW,0625,0610,10,77,60,0720,0752,0,0,,,,,,
2015,1,1,4,F9,308,N935FR,GEG,DEN,0625,0618,18,133,108,0924,0937,0,0,,,,,,
2015,1,1,4,MQ,3609,N836MQ,LEX,DFW,0625,,,,,,0805,0,1,B,,,,,
2015,1,1,4,MQ,3634,N606MQ,VPS,DFW,0625,,,,,,0840,0,1,B,,,,,
2015,1,1,4,NK,969,N516NK,BWI,ORD,0625,0619,12,139,116,0727,0734,0,0,,,,,,
2015,1,1,4,OO,6557,N889AS,SBA,PHX,0625,0622,25,105,68,0855,0855,0,0,,,,,,
2015,1,1,4,OO,6564,N896SK,SBP,PHX,0625,0617,19,98,73,0849,0906,0,0,,,,,,
2015,1,1,4,EV,4418,N14153,PNS,IAH,0626,0620,10,108,89,0759,0812,0,0,,,,,,
2015,1,1,4,OO,6230,N727SK,COS,DEN,0626,0620,19,50,22,0701,0719,0,0,,,,,,
2015,1,1,4,EV,3272,N23139,CLE,ORD,0627,0623,15,81,60,0638,0654,0,0,,,,,,
2015,1,1,4,HA,104,N477HA,LIH,HNL,0628,0621,6,30,18,0645,0700,0,0,,,,,,
2015,1,1,4,OO,7396,N675BR,TWF,SLC,0628,0627,21,54,30,0718,0720,0,0,,,,,,
2015,1,1,4,DL,1592,N723TW,SAN,ATL,0629,0628,16,223,202,1306,1330,0,0,,,,,,
2015,1,1,4,UA,195,N69818,BDL,ORD,0630,0641,12,153,137,0810,0809,0,0,,,,,,
2015,1,1,4,US,649,N912UY,LAX,PHX,0630,0625,17,88,53,0835,0849,0,0,,,,,,
2015,1,1,4,US,674,N831AW,EWR,PHX,0630,0630,21,363,339,1030,1011,0,0,,22,0,0,0,0
2015,1,1,4,US,835,N293AY,PHL,CLT,0630,0630,13,102,81,0804,0814,0,0,,,,,,
2015,1,1,4,UA,572,N404UA,AUS,IAH,0630,0658,18,53,30,0746,0731,0,0,,0,0,20,0,0
2015,1,1,4,UA,577,N458UA,SFO,EWR,0630,0746,15,308,286,1547,1459,0,0,,0,0,55,0,0
2015,1,1,4,OO,5628,N507CA,RNO,SFO,0630,0619,33,78,41,0733,0743,0,0,,,,,,
2015,1,1,4,WN,4570,N8611F,SEA,MDW,0630,0634,10,227,212,1216,1230,0,0,,,,,,
2015,1,1,4,WN,660,N275WN,SJU,TPA,0630,0629,16,194,173,0838,0840,0,0,,,,,,
2015,1,1,4,UA,1231,N17229,HNL,LAX,0630,0632,17,321,289,1338,1408,0,0,,,,,,
2015,1,1,4,US,401,N732US,CLT,PHL,0630,0623,27,99,68,0758,0803,0,0,,,,,,
2015,1,1,4,US,433,N601AW,JFK,PHX,0630,0628,17,355,334,1019,1018,0,0,,,,,,
2015,1,1,4,US,567,N524UW,SAN,PHX,0630,0623,17,97,48,0828,0853,0,0,,,,,,
2015,1,1,4,US,595,N519UW,ONT,PHX,0630,0914,14,66,48,1116,0844,0,0,,0,0,0,0,156
2015,1,1,4,AA,148,N3EJAA,MIA,CLT,0630,0624,15,120,96,0815,0835,0,0,,,,,,
2015,1,1,4,AA,330,N3EWAA,PBI,ORD,0630,0626,12,202,171,0829,0840,0,0,,,,,,
2015,1,1,4,AA,1381,N492AA,EWR,DFW,0630,0627,17,258,232,0936,0935,0,0,,,,,,
2015,1,1,4,AS,157,N762AS,ANC,OTZ,0630,0622,17,100,78,0757,0812,0,0,,,,,,
2015,1,1,4,AS,499,N551AS,SAN,SEA,0630,0627,16,174,145,0908,0930,0,0,,,,,,
2015,1,1,4,AS,573,N467AS,SAN,PDX,0630,0624,17,158,136,0857,0910,0,0,,,,,,
2015,1,1,4,B6,23,N937JB,JFK,LAX,0630,0627,16,384,358,0941,0947,0,0,,,,,,
2015,1,1,4,B6,1099,N508JB,LGA,MCO,0630,0629,13,152,136,0858,0931,0,0,,,,,,
2015,1,1,4,B6,929,N526JB,JFK,RSW,0630,0628,14,180,162,0924,0945,0,0,,,,,,
2015,1,1,4,B6,1285,N184JB,BOS,PIT,0630,0649,10,101,87,0826,0828,0,0,,,,,,
2015,1,1,4,DL,418,N706TW,SFO,JFK,0630,0628,15,307,284,1427,1455,0,0,,,,,,
2015,1,1,4,DL,783,N962DN,MSP,ATL,0630,0626,26,146,112,0944,1008,0,0,,,,,,
2015,1,1,4,DL,1984,N946DN,AUS,ATL,0630,0625,13,110,93,0911,0937,0,0,,,,,,
2015,1,1,4,DL,2114,N397DA,COS,ATL,0630,0632,30,166,131,1113,1125,0,0,,,,,,
2015,1,1,4,DL,2283,N695DL,DTW,ATL,0630,0628,12,106,88,0808,0845,0,0,,,,,,
2015,1,1,4,DL,2370,N339NB,MSY,LGA,0630,0624,13,171,137,0954,1018,0,0,,,,,,
2015,1,1,4,DL,1598,N669DN,SEA,ATL,0630,0631,29,287,245,1405,1405,0,0,,,,,,
2015,1,1,4,DL,1809,N970AT,EWR,ATL,0630,0629,12,130,114,0835,0917,0,0,,,,,,
2015,1,1,4,DL,1872,N6705Y,TPA,ATL,0630,0629,9,74,61,0739,0758,0,0,,,,,,
2015,1,1,4,EV,2549,N909EV,BPT,DFW,0630,0630,13,71,46,0729,0740,0,0,,,,,,
2015,1,1,4,EV,3261,N13123,RIC,IAD,0630,0629,9,51,28,0706,0727,0,0,,,,,,
2015,1,1,4,EV,3929,N13118,EWR,JAX,0630,0630,20,146,120,0850,0909,0,0,,,,,,
2015,1,1,4,EV,4306,N13970,GPT,IAH,0630,0623,9,89,72,0744,0757,0,0,,,,,,
2015,1,1,4,F9,295,N202FR,TPA,DEN,0630,0750,13,234,214,0937,0835,0,0,,0,0,69,0,0
2015,1,1,4,F9,711,N203FR,RSW,DEN,0630,0647,11,246,229,0847,0844,0,0,,,,,,
2015,1,1,4,F9,1246,N912FR,DEN,DFW,0630,0634,10,123,96,0920,0920,0,0,,13,0,0,0,4
2015,1,1,4,F9,1108,N947FR,CLE,MCO,0630,0628,11,136,115,0834,0850,0,0,,,,,,
2015,1,1,4,MQ,2913,N600MQ,GPT,DFW,0630,,,,,,0825,0,1,B,,,,,
2015,1,1,4,MQ,3649,N935MQ,MGM,DFW,0630,,,,,,0845,0,1,B,,,,,
2015,1,1,4,OO,2604,N693BR,SAN,LAX,0630,0620,17,49,25,0702,0725,0,0,,,,,,
2015,1,1,4,NK,379,N503NK,ACY,MYR,0630,0621,36,114,73,0810,0805,0,0,,,,,,
2015,1,1,4,OO,5381,N937SW,STC,ORD,0630,0623,37,100,52,0752,0756,0,0,,,,,,
2015,1,1,4,OO,4553,N820SK,BOI,LAX,0630,0624,30,127,90,0724,0740,0,0,,,,,,
2015,1,1,4,OO,5186,N471CA,SFO,SAN,0630,0637,14,81,64,0755,0802,0,0,,,,,,
2015,1,1,4,OO,5581,N755SK,MSP,LAX,0630,0630,18,252,217,0825,0830,0,0,,,,,,
2015,1,1,4,OO,6588,N885AS,BFL,PHX,0630,0630,15,92,71,0856,0903,0,0,,,,,,
2015,1,1,4,UA,1534,N75432,TPA,ORD,0631,0629,12,165,144,0805,0819,0,0,,,,,,
2015,1,1,4,EV,5764,N832AS,ORD,IAD,0632,0627,14,100,77,0858,0924,0,0,,,,,,
2015,1,1,4,HA,114,N493HA,HNL,OGG,0632,0627,9,35,20,0656,0708,0,0,,,,,,
2015,1,1,4,B6,675,N294JB,JFK,MSY,0633,0625,23,221,194,0902,0904,0,0,,,,,,
2015,1,1,4,OO,5297,N908SW,MKE,ORD,0633,0623,12,39,21,0656,0727,0,0,,,,,,
2015,1,1,4,UA,410,N403UA,MIA,ORD,0635,0633,36,221,174,0903,0855,0,0,,19,0,0,0,0
2015,1,1,4,US,700,N675AW,SEA,PHL,0635,0627,12,286,263,1402,1436,0,0,,,,,,
2015,1,1,4,WN,1926,N7745A,SAT,ATL,0635,0634,10,126,103,0927,0950,0,0,,,,,,
2015,1,1,4,WN,1119,N965WN,PDX,MDW,0635,0632,9,232,218,1219,1230,0,0,,,,,,
2015,1,1,4,US,474,N604AW,LAS,PHX,0635,0628,12,65,46,0826,0846,0,0,,,,,,
2015,1,1,4,AA,129,N4WPAA,JAX,DFW,0635,0648,13,165,141,0822,0825,0,0,,,,,,
2015,1,1,4,AA,1349,N4XJAA,MSY,DFW,0635,,,,,,0815,0,1,B,,,,,
2015,1,1,4,AA,1543,N486AA,PIT,DFW,0635,0627,12,181,162,0821,0855,0,0,,,,,,
2015,1,1,4,AA,2220,N586AA,COS,DFW,0635,0623,25,123,88,0916,0935,0,0,,,,,,
2015,1,1,4,AS,240,N569AS,SEA,SAN,0635,0629,24,161,133,0906,0918,0,0,,,,,,
2015,1,1,4,AS,576,N323AS,PDX,SAN,0635,0628,14,134,117,0839,0854,0,0,,,,,,
2015,1,1,4,AS,724,N612AS,SEA,SLC,0635,0625,24,121,93,0922,0936,0,0,,,,,,
2015,1,1,4,B6,475,N599JB,PVD,MCO,0635,0629,37,204,155,0941,0945,0,0,,,,,,
2015,1,1,4,B6,1467,N216JB,HPN,PBI,0635,0624,9,161,146,0859,0931,0,0,,,,,,
2015,1,1,4,AA,1441,N3GYAA,JFK,LAS,0635,0656,24,374,342,1002,0925,0,0,,24,0,21,0,0
2015,1,1,4,DL,2005,N990DL,MLB,ATL,0635,0632,10,81,65,0747,0810,0,0,,,,,,
2015,1,1,4,DL,2290,N963DN,PIT,ATL,0635,0633,11,90,74,0758,0844,0,0,,,,,,
2015,1,1,4,DL,1864,N360NW,SAN,MSP,0635,0632,17,217,190,1159,1219,0,0,,,,,,
2015,1,1,4,EV,5579,N136EV,ABE,ATL,0635,0628,13,126,110,0831,0854,0,0,,,,,,
2015,1,1,4,MQ,3443,N635MQ,SPI,DFW,0635,,,,,,0850,0,1,B,,,,,
2015,1,1,4,OO,4758,N440SW,PLN,DTW,0635,0626,37,87,41,0744,0754,0,0,,,,,,
2015,1,1,4,OO,3460,N219AG,PDX,ONT,0635,0635,12,121,105,0832,0849,0,0,,,,,,
2015,1,1,4,UA,665,N401UA,RSW,EWR,0638,0632,10,163,144,0906,0930,0,0,,,,,,
2015,1,1,4,DL,1056,N922DX,SJC,MSP,0639,0634,14,234,214,1222,1230,0,0,,,,,,
2015,1,1,4,OO,4577,N455SW,CIU,DTW,0640,0637,19,70,45,0741,0804,0,0,,,,,,
2015,1,1,4,US,1718,N939UW,MCO,CLT,0640,0637,10,91,71,0758,0816,0,0,,,,,,
2015,1,1,4,US,1943,N508AY,BWI,CLT,0640,0637,22,95,67,0806,0814,0,0,,,,,,
2015,1,1,4,US,1946,N915US,EWR,CLT,0640,0648,11,104,88,0827,0841,0,0,,,,,,
2015,1,1,4,WN,795,N968WN,AUS,ATL,0640,0637,12,114,96,0925,0950,0,0,,,,,,
2015,1,1,4,WN,692,N221WN,CAK,MCO,0640,0636,9,138,122,0847,0910,0,0,,,,,,
2015,1,1,4,WN,1170,N902WN,FLL,LAS,0640,0639,10,316,303,0852,0910,0,0,,,,,,
2015,1,1,4,WN,653,N934WN,MKE,LAS,0640,0635,11,238,221,0827,0845,0,0,,,,,,
2015,1,1,4,WN,890,N717SA,PHX,MDW,0640,0633,21,186,160,1034,1055,0,0,,,,,,
2015,1,1,4,WN,832,N8616C,SJC,LAS,0640,0640,10,80,63,0753,0805,0,0,,,,,,
2015,1,1,4,UA,1284,N11206,LAS,EWR,0640,0639,10,253,234,1343,1429,0,0,,,,,,
2015,1,1,4,UA,1748,N16703,ORD,EWR,0640,0643,12,124,82,0917,0945,0,0,,,,,,
2015,1,1,4,AA,1305,N456AA,DSM,DFW,0640,0633,32,144,105,0850,0900,0,0,,,,,,
2015,1,1,4,AA,1285,N576AA,IAH,DFW,0640,,,,,,0750,0,1,B,,,,,
2015,1,1,4,AA,1562,N475AA,RIC,DFW,0640,0636,17,217,188,0901,0920,0,0,,,,,,
2015,1,1,4,AS,548,N306AS,BLI,SEA,0640,0632,26,59,26,0724,0717,0,0,,,,,,
2015,1,1,4,AS,558,N307AS,PDX,LAX,0640,0643,10,136,110,0843,0904,0,0,,,,,,
2015,1,1,4,AS,560,N435AS,SEA,PSP,0640,0636,12,140,124,0852,0912,0,0,,,,,,
2015,1,1,4,AS,569,N471AS,LAX,PDX,0640,0639,16,144,124,0859,0910,0,0,,,,,,
2015,1,1,4,AS,662,N302AS,SEA,DFW,0640,0633,18,239,211,1222,1222,0,0,,,,,,
2015,1,1,4,AS,709,N769AS,SLC,SJC,0640,0747,28,106,75,0830,0743,0,0,,0,0,0,0,50
2015,1,1,4,AA,2476,N3LEAA,BDL,MIA,0640,0634,13,232,164,0931,1006,0,0,,20,0,0,0,0
2015,1,1,4,DL,1332,N540US,RSW,ATL,0640,0640,14,100,81,0815,0828,0,0,,,,,,
2015,1,1,4,DL,2135,N990AT,TPA,LGA,0640,0634,12,149,128,0854,0914,0,0,,,,,,
2015,1,1,4,DL,2276,N909DE,MCO,LGA,0640,0638,14,148,125,0857,0913,0,0,,,,,,
2015,1,1,4,DL,2566,N913DN,SFO,MSP,0640,0636,13,227,206,1215,1228,0,0,,,,,,
2015,1,1,4,EV,2506,N904EV,CRP,DFW,0640,0638,14,71,52,0744,0800,0,0,,,,,,
2015,1,1,4,EV,2555,N830AS,SHV,DFW,0640,0656,15,63,42,0753,0745,0,0,,,,,,
2015,1,1,4,EV,2561,N877AS,BTR,DFW,0640,0639,15,94,64,0758,0805,0,0,,,,,,
2015,1,1,4,EV,2537,N902EV,MLU,DFW,0640,0643,11,67,52,0746,0800,0,0,,,,,,
2015,1,1,4,MQ,2775,N613MQ,PIA,DFW,0640,,,,,,0905,0,1,B,,,,,
2015,1,1,4,MQ,2966,N855MQ,ROW,DFW,0640,,,,,,0905,0,1,B,,,,,
2015,1,1,4,MQ,3359,N905MQ,FWA,DFW,0640,,,,,,0830,0,1,B,,,,,
2015,1,1,4,MQ,3476,N653MQ,CHS,MIA,0640,0634,36,117,74,0824,0820,0,0,,,,,,
2015,1,1,4,MQ,3589,N692MQ,GSO,MIA,0640,0637,36,138,99,0852,0856,0,0,,,,,,
2015,1,1,4,NK,705,N588NK,LGA,FLL,0640,0828,19,175,147,1114,0946,0,0,,97,0,0,0,0
2015,1,1,4,NK,567,N504NK,DTW,ATL,0640,0638,10,105,85,0813,0834,0,0,,,,,,
2015,1,1,4,NK,417,N587NK,DTW,FLL,0640,0643,11,167,150,0924,0946,0,0,,,,,,
2015,1,1,4,OO,3456,N217AG,PDX,BUR,0640,0638,22,129,104,0844,0850,0,0,,,,,,
2015,1,1,4,OO,5492,N703SK,MSN,ORD,0640,0643,31,71,28,0742,0737,0,0,,14,0,3,0,0
2015,1,1,4,OO,6495,N932EV,COS,LAX,0640,0634,30,151,115,0759,0825,0,0,,,,,,
2015,1,1,4,OO,5291,N564SW,GCC,DEN,0642,0642,16,91,66,0804,0829,0,0,,,,,,
